date,total
2025-02-11,1238.463567074784
2026-12-19,1079.481921247362
2025-03-28,1268.6748232020166
2025-07-21,1348.263478106256
2030-01-17,1020.5040161081937
2030-06-25,1293.2501029773975
2033-02-26,1182.6552271013068
2030-03-20,1441.6671683925904
2027-01-08,1306.3142905603406
2028-09-19,1126.9012587483876
2029-02-14,1170.4353997939725
2035-04-20,1018.4891414519291
2025-02-17,1223.4090217300143
2032-08-24,1025.5067631390723
2033-03-31,1229.97853596017
2034-08-20,1261.5650569527886
2032-07-08,1006.1351850089671
2032-05-12,1296.8561765236827
2031-01-17,1121.4804451126217
2025-12-31,1101.4618292260416
2033-11-26,849.416601657018
2027-04-28,1199.7522397163764
2032-06-14,1116.9600521055247
2026-08-01,1262.3450496525352
2034-01-13,1300.7960012298158
2032-06-22,1324.0432198290744
2030-01-01,1278.2672951817008
2030-04-05,1116.1148001899348
2029-04-12,1253.347487351865
2032-03-31,1364.897184183438
2026-03-19,1175.0287069210403
2026-03-18,1191.1379819635843
2027-05-19,1212.9476742451
2029-04-10,1265.3410970751856
2029-06-10,1363.8586022673742
2032-12-17,1310.5370822068262
2029-11-27,1453.1204893357487
2027-11-26,1146.2265762340285
2033-05-28,1171.6973009379415
2035-11-05,1259.662887836968
2029-03-18,1092.7022817198308
2028-06-18,1143.3035748985692
2027-08-31,1107.8622157463851
2028-11-03,1228.9026312644603
2034-05-13,1037.427633237848
2034-01-01,1052.3281114152092
2026-01-23,1105.8145733106023
2034-03-30,1056.9113902219092
2034-08-13,1333.4665775293254
2033-02-25,1351.5435819225506
2029-03-07,1326.4632621464616
2028-01-27,1113.8979567913386
2028-04-23,1233.469178354747
2030-02-09,1174.3129942623038
2028-08-08,1118.9342462268853
2036-05-22,1240.0186792632392
2026-04-03,1384.057745130867
2031-10-16,875.4784887467077
2030-08-29,1451.165612298954
2030-08-07,1055.909194608797
2035-01-13,1045.6665787472011
2031-03-21,1153.693046211921
2034-08-24,1258.104097941314
2026-05-28,1008.8037592798473
2034-06-20,1175.6181546693363
2030-05-29,1001.9520187987031
2025-12-22,1322.071267548769
2025-10-06,1001.7112693903564
2028-04-15,1167.1491520459574
2026-11-10,1392.0369425839624
2028-09-25,1254.7289904684276
2026-06-30,1403.6262638354622
2033-04-10,985.7281154271309
2027-04-17,1199.5003614968798
2030-10-30,1076.9751514071204
2028-03-04,1028.2684546305431
2032-03-06,1317.7149926959073
2029-04-21,1480.1440171014526
2029-05-18,1287.9684816313963
2036-02-08,1299.3923977911084
2029-01-17,1116.1386777021837
2030-07-28,1066.752739816558
2035-08-16,1175.9209304953415
2026-03-06,1012.7992488514869
2025-01-09,1131.8517456028142
2025-03-27,953.2212046198575
2031-08-29,1280.8453332321196
2028-08-10,1207.962919967368
2029-08-28,1137.751540646549
2031-11-08,1127.9946122182316
2025-08-13,923.916913829243
2026-09-17,1379.0356695521832
2032-04-09,1219.418760349968
2032-07-27,1344.6199393652614
2027-06-23,1196.6837392111888
2030-09-08,1224.0026943329071
2026-05-12,1103.9680612056775
2025-07-15,1230.4283944452477
2030-06-17,1065.6666548645785
2033-09-04,1257.6008806577531
2029-05-23,1155.292511812538
2033-08-01,1307.9499436574533
2025-11-18,997.470090753738
2027-06-29,1196.5418144045339
2027-07-26,1129.4481513194894
2030-08-05,1206.6149746590868
2030-05-03,1123.4775339210391
2027-06-05,1393.591599832543
2026-12-09,1163.0999449770832
2029-05-03,1130.449255629727
2034-04-01,1426.5204353529357
2028-04-30,1098.116102933918
2031-12-26,1181.4539754378015
2029-09-08,1174.2057141736868
2035-10-09,1296.8077869224721
2033-07-01,1092.069277634424
2028-05-07,1208.6711481696655
2027-02-07,988.4307533314883
2029-11-07,1439.8496959688043
2027-08-28,913.2975469246572
2033-03-10,1120.5883850290415
2034-04-12,1419.4169931756182
2033-07-12,1466.7955562028374
2027-02-19,1250.2166566857472
2034-05-07,1220.110102315914
2030-02-19,1161.3082909006098
2027-02-04,1298.962820168949
2032-05-20,1014.1366401224554
2036-04-30,1127.7657269624344
2033-11-18,1074.4979699595187
2026-10-22,1060.8421803049794
2027-03-10,920.3100744348283
2034-02-02,1301.5181840255807
2028-06-03,1017.8940443554042
2027-04-11,1042.1483739723453
2027-07-24,1182.891164593876
2027-07-01,1067.8760201494583
2029-10-08,1442.4174484042242
2030-08-13,984.6833057537507
2025-12-30,1095.016742213434
2031-05-20,1110.5197187235196
2031-10-03,1304.8806626126625
2033-07-25,988.6036278366388
2025-06-18,1112.6935326251125
2026-09-21,998.685774850117
2026-09-20,1095.7792890905127
2035-08-04,1353.6472935264355
2032-07-09,1202.5067461950237
2025-09-13,1116.6747771252158
2025-09-14,1134.4463023678425
2033-05-07,1047.6432959481147
2025-05-02,1037.9764074727304
2032-02-10,1191.463092373499
2027-02-20,1449.6308301811127
2026-03-14,1229.1226085194326
2031-11-23,1129.654231766105
2029-08-20,1036.278567362331
2026-12-11,1352.9550548658226
2035-01-03,818.7083836607592
2028-10-06,1381.4344396225927
2029-09-14,1142.2421356234568
2034-10-05,1384.298955521069
2032-10-20,1320.6475063217272
2029-04-30,1347.8480185729895
2026-01-11,1456.717655275575
2028-10-23,1324.2911677048924
2033-08-26,1250.132700945144
2032-02-20,1258.3926331779942
2032-01-12,1268.7484043136697
2029-08-13,1291.3518883191268
2025-05-25,1036.5914382633046
2027-05-06,1210.4296676278227
2031-12-06,1057.7201081620435
2029-01-06,1017.1398699242259
2033-12-29,1006.7850383660746
2034-08-04,1070.4931085704636
2033-12-20,1335.0296116237764
2032-01-09,1306.2576416760876
2027-06-15,1346.8730727495229
2035-10-10,1182.39868387874
2025-03-23,1513.1287277945746
2026-04-24,1179.8006898180881
2032-07-15,1033.313282679794
2034-05-19,1135.637880236104
2027-01-18,1052.2369416931076
2029-05-24,1206.3952475788217
2035-09-03,1224.500651012046
2027-06-19,1352.7042655908824
2027-05-12,1131.0371159393128
2026-04-05,1099.6180433429379
2028-06-04,1203.0433227991264
2027-08-29,1065.093159194738
2027-03-28,1198.517181480119
2026-05-27,1375.402616056984
2031-03-01,1294.9286640918706
2033-12-24,1180.5291267871512
2035-07-01,1208.4464796776597
2035-08-05,1243.2898068929633
2029-05-04,1279.3695674233018
2031-05-09,848.1148143943724
2034-03-14,1097.5083820724153
2028-05-25,950.89207778191
2036-04-29,961.7324019269391
2028-10-14,1191.2803762419821
2026-02-07,1360.562472488695
2036-05-02,1095.386445262599
2026-08-31,1071.9072329816372
2034-12-18,1133.8216042556946
2030-12-27,1079.0902876861624
2034-12-12,1398.2484140091278
2033-12-13,1176.0062169667508
2027-11-28,1313.9772202380761
2034-10-22,1180.6334313525022
2028-01-14,1119.1427537368425
2031-06-07,1306.0179952056665
2032-11-29,1132.4396449434762
2029-11-01,1030.870778723764
2028-07-13,1193.0582952462578
2029-08-19,1212.6251260671868
2031-09-18,1250.7506575110062
2031-08-23,1223.3235453444845
2031-04-20,1201.7231288076698
2025-04-06,1196.9777045659898
2033-02-22,1372.9022494533679
2034-07-16,1036.5518841731969
2035-12-26,990.8461310859761
2031-12-22,1251.5269699033304
2032-09-06,1081.930272907725
2029-07-25,1100.9787937801573
2029-02-07,1126.9013295937075
2030-10-05,1286.6936634378953
2030-05-23,1373.8743439537943
2026-07-22,1184.289828119715
2033-08-20,1077.3710593196326
2027-11-20,1140.5893442230536
2034-01-30,1261.5735925217002
2030-02-15,1351.0175417884655
2028-01-16,1142.8211435564572
2031-02-12,1297.7483144120315
2034-01-27,1251.4565303006284
2025-08-08,975.4804179768595
2033-03-03,1181.9910323169172
2029-12-23,1373.172320432558
2026-04-11,1061.853709810093
2026-02-10,1329.2301864401218
2030-10-23,1030.3170337428658
2029-09-01,1056.4487065848984
2033-01-27,1246.4974319539774
2031-06-16,1054.6068612128163
2030-06-14,1283.08495817297
2034-02-17,1292.1318389431551
2030-03-12,1221.3510608606148
2032-10-24,1300.2133200734677
2036-01-05,1212.39120124959
2034-12-06,1402.1399498257924
2025-04-29,1169.2783966074426
2034-01-22,1162.9310812057363
2028-12-27,1304.3258224141518
2036-03-04,1222.2812819991236
2034-07-08,1173.4095069657594
2035-08-28,1164.3661024460566
2036-03-18,1138.9856849599078
2035-10-06,1201.6311516898113
2031-04-15,1028.7394437343755
2031-11-11,1031.347622211699
2032-01-28,935.3315035579316
2028-01-06,1046.5198329723403
2029-03-31,1115.2679226270923
2029-03-06,1116.30710831618
2036-04-27,1135.4457241650618
2029-08-03,954.1410307322767
2033-11-30,916.8118989386579
2028-08-02,1308.7471728623716
2035-10-28,1522.893297749349
2031-07-15,967.2842244005769
2030-03-09,1271.930766766899
2025-11-28,1285.305784958046
2026-05-16,1376.1222911111925
2034-02-25,1349.233387391777
2035-08-02,1110.0445152633968
2034-02-18,1286.516795988147
2036-01-02,1173.0164569802605
2025-04-14,1173.6369950190253
2031-05-06,999.6871573183238
2029-02-08,1221.5320504962772
2028-12-07,1593.3352478430716
2028-09-23,1145.4581510396988
2027-08-09,1024.8784389241096
2032-05-21,1423.7045731984103
2028-12-26,1104.0836099482483
2030-11-15,1239.695193126111
2033-01-07,1479.9096949996488
2033-01-08,1039.7197261927736
2033-04-05,1369.6967691699397
2031-02-15,1132.6148094319396
2032-05-15,1018.7887849594397
2035-04-30,1015.5581200215761
2034-10-25,1122.5371956220192
2033-04-03,1450.6083587881783
2029-12-02,1341.853223411214
2029-01-18,1013.4705043864199
2025-03-24,1114.4026062261717
2026-04-20,1224.0581361146003
2025-04-25,1263.2070859921316
2030-07-09,1299.2014006704321
2030-07-29,1385.8778907533267
2032-07-23,1504.5976411929214
2030-09-09,1226.783043698535
2033-09-29,1345.282915795632
2028-08-20,1311.7735593800662
2029-03-13,1282.7220963382367
2032-04-08,1043.6741488455455
2036-05-27,1132.4577865116187
2030-12-18,1166.8026948062832
2028-11-26,1019.0930118376572
2031-01-28,1059.2347694754778
2032-04-30,1220.7225084093325
2031-07-22,1181.4202679748878
2033-03-29,1200.1187150974743
2025-10-24,1210.4076269431084
2035-03-06,1230.7769894016583
2032-10-16,1322.0267825058982
2035-03-27,1290.973482101594
2025-08-24,1026.9213509373228
2028-10-26,1199.1153700953123
2030-08-26,1381.4435458571113
2029-12-16,1039.918355296338
2033-12-23,992.5491897861486
2034-08-29,1266.4922470171207
2035-12-03,1052.746139213612
2026-04-19,1074.2724844938698
2030-04-10,1208.108873956888
2033-08-31,1130.042103605989
2029-09-29,1047.4643407093997
2029-07-12,1352.8845024424875
2027-07-02,1173.8322086504454
2032-04-21,903.2473777380043
2032-04-23,1117.7559071915548
2027-08-11,1342.250502856831
2030-10-14,1194.7893640067794
2029-10-09,1223.2366497444202
2027-10-06,1297.5533586693696
2035-10-08,1323.1139593374862
2033-04-25,1113.6804833336491
2027-09-10,1306.2953024621643
2032-09-29,974.8319657314613
2032-11-17,1027.461769359431
2029-12-30,1171.6354108715593
2033-02-12,1159.4687821305563
2025-09-25,1006.4607970502047
2030-11-08,1234.4642841123707
2034-06-08,1258.6441713685983
2027-03-16,1285.221315002095
2028-11-05,894.9332170979866
2029-07-08,1221.9221835647645
2035-01-17,1208.9506864870004
2028-05-08,1045.946436925352
2028-04-20,1295.357702356233
2029-03-04,1279.0536612345409
2034-09-19,811.2987927945744
2030-01-24,1179.6855239699535
2034-07-14,1035.2352397056663
2033-09-03,1505.715431201517
2034-02-09,1007.8737337136516
2025-04-27,1160.4673321176324
2030-12-04,1084.4511938437167
2028-07-11,1116.3975816235184
2029-05-08,1102.698931022825
2034-10-14,1360.9009340461184
2030-09-12,1289.12262033786
2031-07-27,1112.2623233307172
2035-01-02,928.5013481570248
2036-02-16,1216.5979683224782
2026-07-04,1221.0519808365048
2034-08-26,1245.3357955466977
2033-02-17,924.7681536222433
2030-10-16,1166.8877906168946
2035-01-27,1118.5303601761304
2033-04-17,1067.4363345490954
2027-02-11,1084.1313409328761
2026-12-27,1042.6011191290415
2028-08-17,1174.6335879014334
2029-06-13,1384.0032109015067
2035-11-24,1352.1314631418322
2029-05-25,1258.4613098667944
2035-02-23,1321.5670843724176
2028-09-28,1051.5321478789554
2032-01-10,957.8762913467494
2031-04-29,1254.8947898812535
2036-04-16,1163.2320743882885
2030-02-25,1310.0754311583723
2033-01-24,1216.5415836575307
2026-03-08,1259.0560947466292
2026-01-25,1076.2845194361405
2028-05-17,1161.2361697551785
2036-05-08,1393.5845910473677
2030-08-27,953.7235352024999
2033-06-16,1119.4760752384188
2025-07-01,1382.7677947734517
2027-12-19,1186.4457014087698
2033-05-23,1189.9316606778696
2034-12-22,1341.9599037028502
2026-07-08,1274.8694637619503
2034-03-20,1305.1480988077137
2026-10-02,1187.6096704442957
2032-10-03,1190.3863138496165
2031-08-28,1188.7203722565043
2026-06-14,1122.817678339828
2031-06-10,1187.5226646519643
2028-04-13,1187.60796390759
2033-12-28,1090.0201676174845
2032-03-14,1312.94080174091
2035-04-05,1005.1332508795025
2032-06-30,1116.4951047211753
2026-01-10,1196.7159411016673
2027-09-12,1224.29492298293
2031-04-26,1384.8154669181058
2034-02-20,1362.234346797342
2026-02-22,1289.3638116163347
2028-10-04,1077.898674207772
2026-05-18,1353.6710046439573
2025-08-17,1222.5136547651923
2035-10-01,1026.3629901954612
2026-05-17,1168.7798258221144
2034-05-16,956.3455721843632
2025-04-23,1093.0848971100695
2028-06-05,1345.782406883045
2025-09-21,1275.2710899503236
2031-01-15,1114.015111016923
2028-06-20,1282.4327285778952
2035-04-17,1131.3689084828268
2029-07-26,1122.7076545338603
2026-06-10,1306.905906324583
2029-02-16,1094.2128438230477
2036-01-19,1232.109446642976
2025-12-28,1192.5717275924067
2026-07-30,1222.9362542557371
2025-08-15,1191.561679540358
2034-01-02,1104.351713082213
2029-02-21,1283.6213023802995
2032-07-28,955.1305439546334
2029-12-11,1083.4353265241393
2032-04-05,1218.5156168647163
2030-05-19,1098.8132426518835
2031-04-10,1075.688569470549
2034-07-31,1066.894065695178
2027-06-01,1269.2526704309541
2031-03-11,1512.002889492585
2028-06-24,1083.9996422739614
2026-01-02,1080.6048093215213
2027-03-06,1059.6110535933435
2028-12-16,1293.7714910313434
2026-07-14,1022.3830701936353
2027-02-24,1408.0432544952962
2031-05-25,1087.9106212988488
2025-09-15,1493.8372162876199
2029-09-07,1116.280394311505
2026-01-15,1163.6417446738799
2025-11-27,1284.243617740166
2029-11-13,1141.7695409410333
2034-05-30,1166.0649892650322
2026-05-23,1286.4883251526405
2033-05-02,1126.162299347219
2029-10-04,1202.2664661392485
2026-08-13,1333.5251769847393
2033-11-24,1161.6362233668603
2034-07-10,1269.7359376279205
2030-06-19,1359.7417657860788
2036-01-22,1083.616332009952
2032-02-19,1297.8193103122615
2025-10-13,1292.9770845001706
2032-04-12,1435.6014880590328
2036-05-11,1602.6881381822645
2028-07-09,1093.4385580044145
2033-03-12,1154.9608397727618
2029-08-15,1131.419241199647
2029-01-08,1117.4853284981918
2027-05-15,1167.9875963325067
2028-11-27,982.031444880054
2031-10-18,1160.0379820086882
2027-06-11,1222.4640283177228
2035-08-15,1357.3977382051123
2032-01-04,1157.443291927559
2027-04-15,1170.5230131704207
2028-07-08,1443.2921987550867
2034-08-08,1319.520675410277
2027-10-14,1001.454590317644
2032-01-20,1365.5217696418622
2030-06-30,1112.1522764690533
2035-03-03,1188.474308985127
2031-11-14,1250.396760044904
2033-05-03,1222.5293126769486
2031-07-20,953.9682387013976
2033-09-28,1154.1019076636771
2025-09-05,1144.2693534149066
2034-07-09,900.2522292869893
2025-12-04,1190.3830177335535
2026-01-13,1296.2059419636635
2034-11-03,1024.3648119013353
2036-04-05,1325.4446439160517
2026-08-09,1335.9659983331285
2029-12-26,1100.4796431077912
2036-04-17,1129.9259391709954
2029-03-08,1327.835880096966
2025-08-26,1105.7562597003393
2027-05-14,1363.9573891074792
2035-05-06,994.7494542638499
2029-04-28,1161.8703859790821
2031-01-19,1262.0211944606838
2028-10-16,908.3661601648272
2028-07-30,1450.932718910367
2035-03-25,1172.1393468133087
2033-06-26,1049.1985735002756
2031-09-08,1340.4057074907528
2029-01-25,1297.6655841995373
2032-07-21,1304.1475036121021
2028-07-19,1128.8515680955522
2026-06-12,1277.612016810912
2029-04-04,1331.0925956347412
2031-11-02,1238.9997403135396
2028-05-02,1355.27870072431
2033-11-15,1294.8512024960705
2032-01-19,1176.4625426473995
2033-07-07,1357.7131562209727
2031-06-09,1152.4222060110226
2035-10-30,1393.0760004534698
2033-11-05,1148.834412358037
2028-09-07,963.0721678215509
2030-06-20,1378.7317897551
2029-04-05,1199.064664483163
2027-11-10,1073.29154286254
2028-02-12,1076.2845655411015
2034-12-10,1165.568306163233
2027-03-11,1092.857865628729
2033-06-30,1289.6189769315743
2028-11-30,1259.8566470364842
2026-05-14,1297.0022463565997
2025-06-14,1090.020072925225
2032-04-15,1199.9017016083517
2035-09-29,1236.607646669071
2032-10-28,1017.8880560186495
2031-03-18,1237.6701874359726
2030-08-04,1242.113047137594
2030-03-07,1078.516644725241
2034-11-13,1314.2247268759645
2029-04-08,1010.0461958914117
2035-03-02,1243.4476167545456
2031-01-04,1052.2426387279738
2028-08-01,1335.65413919579
2029-09-13,1318.5810496827382
2028-04-05,1001.9246643720462
2030-02-08,1129.4895490784468
2027-09-18,1120.6400706681166
2026-04-28,1175.0330012042577
2032-11-23,1335.3813783972453
2029-06-30,1445.7843833076722
2032-04-06,1169.6353557752655
2033-02-24,1105.8963390634372
2025-03-13,1119.7398405175957
2031-11-05,1344.8313966039884
2025-04-16,1228.9465987321005
2029-09-30,1118.5656580130744
2025-04-10,1304.4496999874134
2027-03-27,1265.706849357476
2033-09-21,1180.5054820076653
2031-12-23,1220.3370228985902
2025-01-21,1053.3950231216434
2027-05-27,1369.5801217550525
2030-04-06,1295.782340084754
2032-01-02,1256.7972403989445
2025-05-11,1239.0241560499946
2034-11-08,914.4174972332574
2029-12-31,976.7328043573509
2031-03-23,1116.06846561204
2025-04-22,1240.2105352739732
2032-06-29,1180.9345459568624
2027-06-27,1007.5252635629673
2033-11-08,1171.151903506362
2029-01-26,1352.9188633898718
2030-05-30,945.9961032964301
2033-03-09,1192.226802717365
2031-12-14,1348.6286935337084
2028-01-23,1033.9067742775424
2032-09-05,1405.3132042832874
2025-09-19,1151.48464738166
2030-10-02,1340.6631985606691
2025-06-06,1408.6192522632675
2034-07-05,1313.8736043982149
2034-11-17,1069.1972513982842
2035-08-29,1339.6504618865858
2033-01-29,1361.2880230968997
2031-09-06,1360.3989992929442
2027-05-10,1317.9133747797223
2026-09-02,1117.8395818932327
2035-09-12,1273.333642435379
2036-02-02,1190.5730606688676
2025-04-03,1297.1046474764112
2035-10-02,1173.1497417899368
2028-08-21,1246.6685674729058
2034-09-28,1275.5133766572553
2029-04-07,1132.2558099644484
2026-11-02,1113.2810892124314
2029-07-17,983.5919278811309
2034-07-06,1315.720113597988
2031-05-30,1055.7343210158401
2028-06-19,1180.2697007504917
2027-07-23,1346.820743639462
2035-10-16,1153.3955835194806
2025-11-08,998.8990855102518
2029-06-01,1430.3681349785447
2028-05-06,1199.2700222836877
2030-10-26,1388.7272217247737
2032-01-24,1061.6053884369658
2026-10-31,1119.7327955449582
2025-03-29,1343.5527726207688
2033-08-13,1196.7238291496242
2025-05-12,1386.5465842074796
2026-09-12,1113.391713917357
2026-02-03,1332.4656082642948
2031-05-01,1515.9556546109777
2032-09-18,1371.1952393974518
2029-02-22,1375.7897452116993
2025-09-29,1149.7340535515348
2035-06-05,1250.9229585916225
2030-04-23,1112.8243342095116
2031-01-13,1045.3792969159547
2034-04-14,1141.3318969049333
2027-02-27,1177.752881176374
2028-07-25,1172.9707701082068
2027-10-22,988.5816959771979
2036-01-23,1175.6750397246776
2034-06-27,1210.45941787167
2033-11-03,1200.5185054127198
2033-09-08,1238.939595012377
2028-04-02,1257.79312148336
2032-06-06,1329.4748828265936
2026-08-24,1236.6610541783257
2030-07-07,1153.4292477930205
2032-07-25,1365.6674661495185
2026-03-15,1281.3217582137506
2031-07-17,1082.804518628522
2034-08-22,1054.917914633669
2036-01-21,1209.1321315752584
2028-06-15,1453.3124415733985
2035-03-13,1150.5299620632893
2028-05-11,1207.010191751859
2027-03-07,1116.8656825883047
2031-07-03,1378.0746037300964
2027-07-10,1262.7232468259738
2033-11-07,1106.0703776117946
2031-08-18,1177.276812134645
2026-05-13,1157.225464764733
2029-05-13,1357.63519767177
2029-03-26,1429.335433289928
2027-12-24,983.0069997543882
2026-09-29,1085.6357876864963
2028-12-24,1044.5062318568996
2036-02-26,1228.243252056617
2027-10-25,1161.8311508637769
2035-04-21,1486.8376559196563
2026-11-21,1193.1937340560444
2026-09-13,1121.5899279841824
2032-08-28,1123.8060395957996
2025-12-17,1247.4883254074994
2033-08-06,1305.137513022935
2034-09-16,1287.1819609628956
2028-02-05,1149.635109765826
2026-01-01,993.8368353797506
2029-05-05,1116.1997681888402
2033-07-31,1302.119797828345
2031-08-22,1200.2895381080791
2031-06-23,1074.6172290421557
2034-03-22,1127.4378668350982
2030-04-12,1093.1725706505963
2026-12-21,1421.507599068636
2029-06-24,1037.3458278487162
2025-06-26,979.8864840206157
2026-08-03,1237.0369423261034
2030-08-19,1223.616466849417
2033-05-26,1200.099553674138
2030-04-15,1173.470042428966
2035-06-12,1113.8762743855063
2029-09-06,1170.252675019091
2032-03-17,1204.0219961637035
2026-05-02,888.7668354726438
2032-07-17,1085.9104803319935
2025-03-01,995.0739901614565
2033-10-10,1253.3965652672155
2030-10-21,1309.105920167986
2032-10-07,1244.1510243043788
2027-10-19,1168.0128182825513
2026-04-29,1455.3592635947984
2028-06-01,1209.3717566057426
2026-12-28,1092.6070195484558
2026-03-03,1582.6214573209052
2028-10-19,1106.0501275492056
2025-08-30,1056.2799285647961
2033-10-04,1186.362133428551
2031-05-05,1105.9264738701331
2025-07-18,1410.4739312820734
2029-10-13,1298.0735118749105
2034-02-04,1208.3037790889957
2029-03-11,1102.5587112568514
2033-05-30,1144.0566746310944
2034-07-01,935.2075709469029
2029-03-27,1167.6150183049047
2025-06-07,1341.3703147531546
2033-02-05,1279.6326361332506
2030-03-23,1290.5595883699489
2028-01-19,1009.713237558675
2029-11-02,1341.622741912826
2033-12-12,1348.3864046368362
2029-02-18,1200.0641019255163
2034-06-18,989.9102600936945
2029-07-21,1262.6539302758567
2031-09-29,1295.7907324498294
2036-04-10,1329.0099189703385
2035-10-14,1076.1299771861666
2027-11-12,1170.6618247559845
2031-09-30,1398.3390842823478
2030-02-21,1018.3011661775297
2029-10-17,1114.2043567516503
2032-10-12,1188.9323642386428
2030-08-21,1002.4435675553003
2031-04-03,1280.0754617633536
2026-03-12,1100.4056174944978
2029-08-07,1281.1935618250377
2027-05-21,1120.5896192776186
2025-08-16,964.1753413435312
2025-02-24,1187.6459913312099
2030-04-11,1363.7101685040084
2030-05-24,838.3302080692479
2028-03-10,1205.1206237514245
2033-04-13,1341.8290417655849
2029-12-05,1113.4022316641438
2027-05-05,1491.3340176619547
2033-11-13,1161.8875389504312
2033-10-06,1205.7147482220196
2025-03-09,1104.2650962634095
2030-12-21,1071.2505913981365
2034-04-02,1037.8852699483896
2034-10-16,1284.2940119955163
2027-08-03,1295.8673687945923
2026-07-16,1180.2629904029736
2028-07-21,1285.550670574819
2032-11-08,1073.2234099336247
2028-03-06,1204.3533101125486
2035-12-07,1333.603951274669
2030-11-29,1308.9840312792724
